,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id
814,0.88,0.814,-6.307,0.14,0.168,0.00672,0.0584,0.942,138.083,283067,3,7m97yKVzPpXV9Z4ezEziOD
815,0.776,0.943,-2.559,0.257,0.105,0.0,0.212,0.695,119.858,237347,1,2cgZkUVmNJeJZFLEAyh5Qj
816,0.794,0.614,-5.352,0.0467,0.0964,0.0,0.0788,0.663,80.569,238053,3,7jLbTp3qZzah9kMIdW8e5M
817,0.529,0.9,-3.503,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,1,2QpGZOhTCHHiKmpSO9FW4h
818,0.381,0.69,-5.312,0.455,0.0209,0.0,0.438,0.223,78.239,372707,1,0LFcFGLYTX6UmeIdO7NVd7
819,0.537,0.948,-3.08,0.38,0.158,0.0,0.356,0.761,186.057,286267,1,7fXb8yG4gCsioqzJNZOv69
820,0.683,0.59,-5.423,0.458,0.326,0.0,0.148,0.653,100.892,224107,1,5880eYQmXx3c3oD22IljIt
821,0.716,0.531,-7.355,0.122,0.0703,0.0,0.224,0.344,71.994,386907,3,74tLlkN3rgVzRqQJgPfink
822,0.366,0.667,-5.683,0.246,0.00212,0.0,0.398,0.51,76.627,217520,0,2gPl93XdGnfKUykwxVHUYt
823,0.884,0.679,-5.857,0.282,0.0957,0.00209,0.0289,0.591,76.993,238467,1,5Tl0HJvynZtKdSUMKbFVVX
824,0.869,0.697,-4.639,0.187,0.00838,0.0,0.297,0.804,95.03,234533,1,5Sm1X46tna50RstHZvw072
825,0.525,0.933,-4.673,0.356,0.159,0.000241,0.311,0.457,122.631,223720,1,2OXo0vKbu3ilgz4S5EOn60
826,0.801,0.91,-6.566,0.225,0.00239,0.000891,0.0737,0.805,87.277,278387,1,5g9lS8deSIxItFBmZRC4vN
827,0.772,0.821,-0.14,0.25,0.223,0.0,0.148,0.77,91.921,244200,1,1SWVDBtw6h3tm9OehOkDhv
828,0.516,0.874,-2.571,0.186,0.0864,0.0,0.173,0.391,169.561,297520,4,4dK00wCxlqWEeN8BoM1BHT
829,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333,1,4Li2WHPkuyCdtmokzW2007
830,0.843,0.7,-3.249,0.26,0.127,0.0,0.876,0.675,95.05,293053,0,65iyI1iybyv5ecsfBHSdUf
831,0.437,0.965,-4.448,0.136,0.326,0.00028,0.144,0.766,172.428,248893,3,6HMFtoMvv6n6Q2eOyPFyne
832,0.392,0.476,-7.583,0.0249,0.397,0.000163,0.309,0.234,78.031,267597,0,1xsYj84j7hUDDnTTerGWlH
833,0.741,0.697,-7.028,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,160133,3,2LawezPeJhN4AWuSB0GtAU
834,0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728,208400,3,2zYzyRzz6pRmhPzyfMEC8s
835,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,0,63T7DJ1AFDD6Bn8VzG6JE8
836,0.453,0.987,-4.485,0.0889,0.0195,0.283,0.268,0.316,123.544,273480,4,0G21yYKMZoHa30cYVi1iA8
837,0.429,0.631,-11.514,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,4,1jzDzZWeSDBg5fhNc3tczV
838,0.437,0.864,-7.842,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,3,3qT4bUD1MaWpGrTwcvguhb
839,0.653,0.73,-10.613,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,220311,3,4JfuiOWlWCkjP6OKurHjSn
840,0.438,0.71,-12.412,0.0919,0.262,0.537,0.221,0.53,145.928,210373,4,63OFKbMaZSDZ4wtesuuq6f
841,0.294,0.641,-9.316,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,4,3YRCqOhFifThpSRFJ1VWFM
842,0.466,0.833,-4.215,0.304,0.0266,0.0,0.0327,0.661,88.785,313573,1,59WN2psjkt1tyaxjspN8fp
843,0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4,57bgtoPSgt236HzfBOd8kj
844,0.452,0.524,-10.108,0.0351,0.315,0.0,0.103,0.246,151.505,312360,4,3ovjw5HZZv43SxTwApooCM
845,0.417,0.934,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4,2DlHlPMa4M17kufBvI2lEN
846,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160,0,10Nmj3JCNoMeBQ87uw5j8k
847,0.412,0.902,-11.6,0.405,0.0484,0.131,0.405,0.422,89.74,333893,1,0hCB0YR03f6AmQaHbwWDe8
848,0.54,0.584,-9.579,0.0254,0.0108,0.00296,0.253,0.244,139.261,386493,4,4aYLAF6ckQ5ooGGGM7sWAa
849,0.547,0.931,-2.356,0.0615,0.000998,0.0118,0.278,0.697,118.4,261507,0,4feXJ5IC3avXsVW9WNFSag
850,0.532,0.887,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,0,37ZJ0p5Jm13JPevGcx4SkF
851,0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268427,3,31AOj9sFz2gM0O3hMARRBx
852,0.317,0.887,-7.292,0.0375,0.000582,0.00258,0.0891,0.871,169.613,220561,3,4PRGxHpCpF2yoOHYKQIEwD
853,0.402,0.873,-3.209,0.0586,0.00484,7.3e-05,0.157,0.684,125.443,253667,3,2fICdpdRotwfmGYzvs8Ngf
854,0.458,0.783,-3.226,0.0322,0.346,6.14e-06,0.13,0.224,113.072,167907,3,4xBHZ2Mr0gCdFYXrPZuYXO
855,0.409,0.932,-4.538,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,166640,0,55yvzYuvJYG2RUEnMK78tr
856,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,3,3ZOEytgrvLwQaqXreDs2Jx
857,0.526,0.978,-5.436,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227,3,05RgAMGypEvqhNs5hPCbMS
858,0.564,0.932,-10.068,0.0554,0.013,0.169,0.349,0.619,112.937,146250,0,78lgmZwycJ3nzsdgmPPGNx
859,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4,08mG3Y1vljYA6bvDt4Wqkj
860,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,3,60a0Rd6pjrkxjPbaKzXjfq
861,0.521,0.721,-7.699,0.0254,0.00348,0.0113,0.391,0.611,97.578,328427,0,2JhJOPGvtqMpj5RQC8cIYf
862,0.538,0.981,-2.688,0.14,0.00662,0.0,0.219,0.711,101.414,255467,3,0EYOdF5FCkgOJJla8DI2Md
863,0.305,0.803,-4.668,0.0412,0.0495,0.000315,0.329,0.282,139.381,355915,4,60a5c4dDARPsksClcom0OD
864,0.476,0.717,-9.192,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,166267,3,0QwZfbw26QeUoIy82Z2jYp
865,0.599,0.931,-4.653,0.0735,0.0302,6.69e-05,0.392,0.536,140.123,270427,0,549Go7a66CX6k523uK9kUv
866,0.553,0.362,-11.218,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,388267,4,0nLiqZ6A27jJri2VCalIUs
867,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,3,48UPSzbZjgc449aqz8bxox
868,0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,0,2SiXAy7TuUkycRVbbWDEpo
869,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,162600,3,4Yf5bqU3NK4kNOypcrLYwU
870,0.572,0.835,-6.219,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,3,7N3PAbqfTjSEU1edb2tY8j
871,0.654,0.929,-5.906,0.0998,0.0468,0.0,0.0539,0.902,144.774,168840,3,6KTv0Z8BmVqM7DPxbGzpVC
872,0.693,0.353,-17.852,0.0414,0.0704,0.00113,0.503,0.75,104.143,228587,0,7rPzEczIS574IgPaiPieS3
873,0.433,0.842,-3.513,0.0544,0.134,0.0,0.16,0.341,116.558,278973,4,7sqp1w76zjW3K04htuRA8H
874,0.457,0.904,-5.303,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,0,0C80GCp0mMuBzLf3EAXqxv
875,0.543,0.836,-9.11,0.0353,0.000647,0.431,0.153,0.56,105.173,515387,4,2MuWTIM3b0YEAskbeeFE1i
876,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,3,3d9DChrdc6BOeFsbrZ3Is0
877,0.456,0.59,-8.638,0.0327,0.00182,0.00379,0.104,0.243,124.635,283733,4,2N2yrmodOnVF10mKvItC9P
878,0.492,0.969,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,157333,3,3K4HG9evC7dg3N0R9cYqk4
879,0.454,0.946,-5.978,0.13,0.0223,0.0,0.173,0.647,138.18,156147,3,0upLyFR8Rr52ZpMp5esQoq
880,0.332,0.769,-11.503,0.0765,0.00367,0.00413,0.0372,0.525,157.378,354774,4,0TI8TP4FitVPoEHPTySx48
881,0.849,0.698,-10.978,0.312,0.121,0.00966,0.101,0.135,132.027,237610,1,1layMkV1Oq9Ru51sm4dGks
882,0.709,0.602,-6.428,0.272,0.169,0.00133,0.107,0.657,150.036,150475,1,7IoyPJyv7AlHVtPZofgIgB
883,0.647,0.836,-3.789,0.26,0.144,0.000403,0.213,0.52,140.08,147680,1,0HObAomnnHRMv2kuEBIMbz
884,0.577,0.754,-8.77,0.0597,0.306,0.0111,0.496,0.219,131.282,156958,0,1ExKe1GMNx2uZQ2XAlHTNW
885,0.752,0.83,-3.919,0.215,0.0147,0.000546,0.29,0.546,135.097,165420,1,7GlTmlTip8mzLlwgTDvxPe
886,0.821,0.932,-8.062,0.0633,0.00542,0.0133,0.155,0.706,141.976,137157,3,6qspar87ZXTLC85Z2nSlSe
887,0.834,0.881,-7.983,0.194,0.0749,0.142,0.175,0.757,140.016,154286,1,2apRbQlpckuUM282gW1Z6p
888,0.803,0.889,-6.545,0.0439,0.189,0.653,0.13,0.876,147.983,163515,3,7jQkiAaa4XYYsPH3rcfcWo
889,0.837,0.678,-6.393,0.296,0.189,0.00126,0.134,0.638,150.1,139691,1,0bWnvUpHxJnjaHrxZTI1iy
890,0.765,0.938,-6.798,0.922,0.198,0.046,0.213,0.342,150.088,132000,1,2UsioXuoS0jpSFsB6NM6il
891,0.633,0.881,-7.011,0.0872,0.0978,0.0138,0.0602,0.351,165.076,167273,3,3eNzbY1WUpkve835a1O7iL
892,0.853,0.587,-5.462,0.379,0.377,0.0294,0.375,0.682,150.009,158551,1,620w5MHgTaEp8HeeadsIqa
893,0.63,0.458,-14.172,0.0718,0.15,0.0255,0.108,0.208,170.042,145676,4,6Hh6pxNSScePI9zjKBIUg2
894,0.611,0.906,-8.194,0.0638,0.0175,0.603,0.39,0.476,149.989,191200,0,5D8Z0KkFce9ir2yak7uj5C
895,0.791,0.863,-6.412,0.193,0.0917,0.541,0.196,0.595,135.007,160453,1,1IggdSqA19XnIKaYGZLAKS
896,0.818,0.727,-9.503,0.237,0.554,0.0152,0.133,0.729,136.004,129268,1,5nAOBXwuKa6XDperIxZ2cT
897,0.921,0.46,-9.408,0.309,0.00508,0.00353,0.232,0.367,144.934,151876,1,2AHevoDJA7d02hBYywNo4q
898,0.553,0.871,-7.506,0.418,0.0185,0.0167,0.601,0.119,141.953,175775,1,5JqsDaNitcaqZLqZfSLeTJ
899,0.841,0.766,-6.714,0.17,0.0538,0.0389,0.198,0.833,145.019,141546,3,4Zz8Ye0MkMm1F3XlCgGNBt
900,0.65,0.566,-9.838,0.303,0.199,0.53,0.477,0.377,151.107,164327,1,4r8vtv55ZqVxRAXdcLGS8J
901,0.56,0.966,-5.586,0.053,0.0594,0.86,0.0946,0.148,149.989,136117,4,1s89GPlBOEqKjpXc1GXtsO
902,0.677,0.872,-7.673,0.232,0.253,0.0368,0.127,0.197,138.003,136196,1,6uYnM3pZBgvEh95lrsqSJS
903,0.796,0.933,-5.103,0.0838,0.00621,0.00609,0.291,0.661,126.006,146384,3,5PIFxJpL63fh7qAyksfdzc
904,0.626,0.882,-6.152,0.129,0.0457,0.00078,0.119,0.487,135.005,122711,3,2qHpxxBLvBTo1PkCTvkce6
905,0.633,0.949,-6.176,0.0518,0.00323,0.0168,0.121,0.193,149.927,174400,4,61Pa7lLUimLxsG2BAgVfsM
906,0.762,0.894,-6.981,0.101,0.0223,0.257,0.152,0.553,149.969,129634,3,6ozPdSgrvbchQZvrAFwI75
907,0.689,0.775,-7.397,0.144,0.00199,0.499,0.0873,0.81,150.025,119208,3,7qjyKep4R9KkNPHO3nrxbd
908,0.651,0.923,-4.796,0.0307,0.00108,0.027,0.107,0.0615,95.001,209723,3,1V1dRk79rVQr0nJ0FDrJek
909,0.706,0.982,-2.843,0.0708,0.00152,0.534,0.117,0.355,139.96,171429,4,1daBltvNRBu6mHw8UYtzXG
910,0.769,0.692,-10.001,0.0892,0.0478,0.415,0.143,0.334,140.942,192458,4,3gdtEkjwv7DtSu4pf2K3qE
911,0.694,0.785,-6.05,0.131,0.112,0.0495,0.414,0.368,172.476,174000,0,6ZpLzlHarNRJwd86jnyXYF
912,0.664,0.727,-6.667,0.0401,0.0197,0.777,0.0731,0.884,162.726,150408,3,0snVQfjHIhKt8gfWYTDgm3
913,0.728,0.765,-9.0,0.0685,0.0263,0.681,0.196,0.0692,144.992,193712,4,5MFdNP6LWuJwLc0h2ZaxaG
914,0.588,0.896,-4.257,0.0572,0.00108,0.012,0.187,0.346,139.881,153205,3,41T043SzZ8VPpQgvg301ZS
915,0.784,0.888,-6.617,0.165,0.0158,0.892,0.169,0.13,135.995,360000,4,1tkS8yt5NwTZkqFvZMxM0F
916,0.72,0.847,-6.469,0.0384,0.00174,0.0623,0.104,0.132,149.954,236157,4,4atLPkcljMp14JBaigYFKC
917,0.539,0.741,-6.971,0.0629,1.73e-05,0.777,0.265,0.408,149.997,298567,4,6uKVBXtv0HDPLoJvLkiqph
918,0.717,0.745,-8.49,0.0433,0.0251,0.0478,0.166,0.115,128.014,176250,3,2sB805guzcnXiM2iKHTmao
919,0.626,0.882,-6.152,0.129,0.0457,0.00078,0.119,0.487,135.005,122711,3,2qHpxxBLvBTo1PkCTvkce6
920,0.627,0.979,-3.549,0.119,0.00016,0.908,0.525,0.384,150.029,185600,0,3R4EwhX6AQk5EXjAYBIiBX
921,0.532,0.966,-4.517,0.0727,0.00298,0.565,0.473,0.279,150.007,182479,0,34Bw1YNUaB58jL6dgRB3ST
922,0.775,0.639,-11.127,0.282,0.156,0.00565,0.179,0.461,140.054,160732,1,5uex3Mee1AWO6CFpTzRGPB
923,0.612,0.695,-11.86,0.17,0.254,0.61,0.262,0.67,141.006,163410,1,2bYbohLTm27TUFwliLQ2II
924,0.589,0.924,-6.578,0.276,0.00744,0.187,0.657,0.29,160.077,168237,0,1AAW9mwRv9IILxuHCgUVCM
925,0.553,0.931,-8.196,0.0427,0.00204,0.413,0.238,0.0397,89.975,134667,4,6if6TUsJ8CIaPaaLyQoZQB
926,0.762,0.911,-4.704,0.189,0.0197,0.78,0.282,0.48,124.925,125280,0,5JPotSaks8ig6cFcSoFzLj
927,0.636,0.841,-3.789,0.322,0.00305,8.63e-05,0.409,0.548,131.924,133636,1,4qRdS6InvlnugJxfOIh0CP
928,0.681,0.714,-6.644,0.0416,0.00999,1.31e-06,0.102,0.527,145.918,136849,3,7xdPu40ERGnzxgmr08nugx
929,0.506,0.745,-4.562,0.0448,0.0161,0.0,0.371,0.179,140.035,195107,0,3Mfx6W0pmOBw7UQO0mrD47
930,0.628,0.907,-7.915,0.0459,0.00191,0.00989,0.0983,0.251,149.959,118400,3,7wAEJKCipbq1fYEMbURDTP
931,0.669,0.831,-7.566,0.364,0.211,0.0037,0.433,0.37,136.327,173785,1,5OtRUowagv3aSAcjekQmDm
932,0.69,0.791,-9.002,0.0678,0.0328,7.32e-05,0.506,0.319,126.021,149529,0,5JgJ9QGfNMRHETv4Izh5FK
933,0.718,0.722,-7.974,0.068,0.0699,0.952,0.131,0.178,144.996,165460,4,5jnvyKRHqc0EWIAyCZwX5D
934,0.626,0.882,-6.152,0.129,0.0457,0.00078,0.119,0.487,135.005,122711,3,2qHpxxBLvBTo1PkCTvkce6
935,0.553,0.948,-9.628,0.037,0.00881,0.818,0.102,0.0389,134.996,206222,4,7Bg90Jhm3Dhtu7m2YCpo6C
936,0.74,0.567,-7.407,0.12,0.00366,0.00551,0.113,0.087,133.991,177313,3,7ok3N3VU6nNem8A0vWMgOo
937,0.825,0.772,-8.598,0.0659,0.026,0.00259,0.132,0.872,145.071,176276,3,78P7Of5fRksvxS3w8OLYD6
938,0.577,0.754,-8.77,0.0597,0.306,0.0111,0.496,0.219,131.282,156958,0,1ExKe1GMNx2uZQ2XAlHTNW
939,0.787,0.685,-6.343,0.208,0.112,2.23e-06,0.0865,0.276,144.98,119130,1,4Bce8zih5vey2GVnAbOQu6
940,0.63,0.634,-7.652,0.238,0.0143,0.0948,0.111,0.222,140.021,200786,1,3IIiIFprjP4eGl02rHQqQA
941,0.674,0.603,-8.806,0.13,0.111,0.000283,0.297,0.24,127.939,162293,0,06DLQjanbIyzLL2iMQOM4T
942,0.837,0.678,-6.393,0.296,0.189,0.00126,0.134,0.638,150.1,139691,1,0bWnvUpHxJnjaHrxZTI1iy
943,0.876,0.862,-6.383,0.0722,0.0298,0.129,0.11,0.542,124.979,140640,3,1qfW2xub6sR38gJNq2vwca
944,0.726,0.883,-7.657,0.105,0.0296,0.502,0.295,0.54,150.006,142800,0,2g4NThtQbOtR5VkdXIboxr
945,0.711,0.468,-17.63,0.15,0.0129,0.0562,0.714,0.556,169.974,237195,0,5ZNa6S7agmCmaEnxIHE73m
946,0.671,0.791,-7.352,0.215,0.0454,0.0185,0.0354,0.383,138.032,149565,1,04R4oiYD4NU6ZkdwlaJSep
947,0.674,0.961,-10.188,0.0624,0.0623,0.895,0.0844,0.124,150.045,262400,4,2xDPYggKsvXFblelNnCnu4
948,0.628,0.952,-6.574,0.0681,0.00642,0.852,0.141,0.0372,138.007,208696,4,1XkSU5Rbomsn6z6vFBja0E
949,0.683,0.853,-7.081,0.0335,0.0527,0.886,0.072,0.107,125.97,287292,4,6eiEPJ16dOxe0hME3NWxfP
950,0.64,0.988,-5.37,0.112,0.0851,0.103,0.0976,0.455,133.972,218507,3,14Lf119p3TzcZ7cIyX927A
951,0.593,0.942,-6.37,0.0486,0.000764,0.806,0.0822,0.263,143.0,352520,4,34S0Z1eIGpId7LPcN92mLo
952,0.784,0.888,-6.617,0.165,0.0158,0.892,0.169,0.13,135.995,360000,4,1tkS8yt5NwTZkqFvZMxM0F
953,0.57,0.976,-6.909,0.0495,0.000379,0.752,0.096,0.471,142.006,315245,4,0zK4cjHxWYGISIA1FDqEF7
954,0.677,0.872,-7.673,0.232,0.253,0.0368,0.127,0.197,138.003,136196,1,6uYnM3pZBgvEh95lrsqSJS
955,0.682,0.923,-9.404,0.0548,0.00182,0.662,0.0925,0.134,138.021,363890,4,65avt9HtCTofE3r4sYGs48
956,0.321,0.977,-5.575,0.147,0.239,0.00491,0.311,0.397,92.502,298385,0,4kzhGAkVWcsKQoj0F4gcOg
957,0.688,0.922,0.444,0.0362,0.263,0.0302,0.186,0.695,175.054,230400,3,6DsPM0HMAXN5x4pzBR6bbo
958,0.635,0.983,-6.252,0.0516,0.199,0.852,0.419,0.035,132.004,207273,4,0dDGl66J8riMFyp2yUn88W
959,0.479,0.437,-7.989,0.0547,0.0417,0.0343,0.125,0.0741,108.869,247023,4,5irKKFoCUyKFq8rvtSBIYM
960,0.828,0.597,-10.913,0.225,0.0506,0.00322,0.211,0.648,138.037,219130,1,0xKmZG7V6F5ejJckXgJx6O
961,0.616,0.936,-5.712,0.0451,0.0543,0.858,0.0725,0.0633,133.032,230075,4,0bAMROlEuHte7cVpfAVPZK
962,0.37,0.949,-5.119,0.14,0.0121,0.0978,0.356,0.0356,140.061,194571,0,7ydaic6O1E9pVrzQiXYDZt
963,0.732,0.627,-13.712,0.0524,0.000174,0.895,0.0981,0.266,131.007,239084,4,1kMObCQiYe5opqybH7ZNPD
964,0.573,0.997,-1.919,0.214,0.000841,0.853,0.192,0.0891,99.986,249600,4,5taxi3t9jB9vOU91iOuasN
965,0.773,0.602,-9.772,0.045,0.0112,0.808,0.104,0.103,129.993,317538,4,6QqpX2j8raMWtxeNiv5xVZ
966,0.68,0.995,-5.553,0.0923,0.0135,0.0378,0.121,0.216,127.033,154134,3,0gsmCnPlaF7R8XSR2HMupK
967,0.764,0.954,-5.664,0.0588,0.0344,0.845,0.102,0.317,131.989,407436,4,2ULBxi4DNecLbc9u9qUuFc
968,0.592,0.911,-7.975,0.0659,0.00608,0.0123,0.223,0.211,103.517,215773,3,3Nku6gLNqnwUuq8GLkqyhW
969,0.415,0.983,-1.812,0.243,0.0013,0.00136,0.115,0.0866,155.054,214625,4,1Go9uTsrrK0yvJ59nnuqnd
970,0.678,0.562,-12.1,0.0531,0.0407,0.762,0.0985,0.119,138.004,292260,4,2QG4MQPjN7C3obDT5Fglpo
971,0.535,0.941,-3.374,0.0606,0.268,0.718,0.0894,0.116,97.507,283077,4,26mdytR4sWakYZgsrdaOdm
972,0.571,0.995,-1.328,0.28,0.00802,0.348,0.439,0.246,155.106,238452,0,3qnEHAJ07ZJcG5sQM9RYxS
973,0.545,0.953,-6.421,0.0479,0.000151,0.881,0.928,0.441,132.007,190047,0,7a331AYmwmF5CA7ZdwzMck
974,0.486,0.754,-5.932,0.05,0.0254,0.699,0.396,0.0854,105.113,224113,0,60fAgJqxcBuUqAOZ4q2r6K
975,0.713,0.878,-3.141,0.091,0.0392,0.91,0.129,0.608,165.003,231273,4,0vIEuJgEaRRtW43zTICknu
976,0.421,0.902,-3.304,0.201,0.000164,0.331,0.0481,0.0967,170.383,214607,4,1552qXziI7VrrImSWEVaju
977,0.732,0.933,-7.017,0.116,0.182,0.877,0.152,0.303,129.993,272221,4,0VnV4QbuGplPbXsFBJpX8y
978,0.803,0.889,-6.545,0.0439,0.189,0.653,0.13,0.876,147.983,163515,3,7jQkiAaa4XYYsPH3rcfcWo
979,0.731,0.847,-5.584,0.122,0.0359,0.824,0.0944,0.61,126.004,200000,4,5oIvkoqX3mwFb7UCqF3G78
980,0.559,0.85,-5.276,0.0596,0.0118,1.57e-05,0.115,0.33,155.064,202399,4,77y3caTFtC3n4tGgyPUF87
981,0.792,0.836,-6.252,0.0648,0.006,0.878,0.108,0.183,130.003,227871,4,46N0cSUeoKfdGOGG852Jk1
982,0.753,0.899,-7.295,0.271,0.0893,0.464,0.364,0.0566,149.891,241659,1,2vAgx4Qusmnm9JBP3qAti7
983,0.565,0.866,-4.974,0.116,0.0036,0.903,0.114,0.0548,150.053,188425,4,3W1eonz2fNwfrYmYHMoq3O
984,0.643,0.881,-5.572,0.078,0.191,0.00505,0.178,0.0349,128.098,303750,4,421dRbck1Ouskdse4G8yRc
985,0.609,0.912,-6.593,0.0391,0.0196,0.478,0.133,0.0391,135.027,204444,4,1eMUGMEWrvTXYWrPobq2dH
986,0.534,0.908,-5.876,0.0502,0.00105,0.00165,0.189,0.265,150.076,201804,4,0ZFbjz111lD5ZmCweY4iV9
987,0.687,0.996,-3.011,0.0522,0.018,0.0586,0.307,0.857,126.984,211654,0,693cAiFc5ZmSSCza30PUDP
988,0.517,0.996,-2.016,0.204,0.0473,2.08e-05,0.374,0.34,102.454,226969,0,1cFy1ZbSyLfAgL3jwOTT6m
989,0.866,0.828,-8.704,0.203,0.203,0.527,0.123,0.543,133.004,183333,1,53cLYZSnsw7BeJybRHPlox
990,0.529,0.995,-5.632,0.122,0.0251,0.73,0.489,0.163,145.007,364577,0,26B0R93MekRH41waR9AeO2
991,0.616,0.73,-6.484,0.0368,0.000523,0.731,0.103,0.123,123.986,229839,4,05rxb9Zhj2jNK5TcsC8l2W
992,0.552,0.929,-1.625,0.545,0.129,0.000363,0.706,0.173,159.72,196500,1,0UDVMvCdkiUUlhexSbwIK7
993,0.572,0.824,-5.832,0.0377,0.0019,0.608,0.0623,0.151,139.995,219429,4,0lu7nWvNoGSTC8kx5Sahzw
994,0.929,0.831,-5.464,0.11,0.00364,0.277,0.0811,0.201,125.005,170880,3,6v623fMkFcYxhXg9a0NmmD
995,0.659,0.943,-5.2,0.0694,0.00349,0.825,0.352,0.331,132.995,272481,4,4UY7C15gnG3nkEXdByPHHZ
996,0.581,0.956,-2.172,0.185,0.0899,5.5e-06,0.108,0.146,92.555,202378,3,5ogZ5NPi8jAOliZP2T2cew
997,0.722,0.927,-5.238,0.132,0.0344,0.0341,0.121,0.553,125.935,184048,3,1330BmntTGV1ctC7ZS6PKT
998,0.628,0.989,-2.995,0.388,0.00162,0.00632,0.228,0.0744,139.923,178286,1,2fSuULcE8VMeOHxBsXIy0d
999,0.401,0.723,-4.655,0.0386,0.153,0.00186,0.194,0.16,174.139,182234,4,5oNuUTKQFKJGF5aLUchsFb
1000,0.226,0.755,-10.162,0.0636,0.116,0.075,0.66,0.0589,171.843,145984,0,3Reju72SJp2U5yCut6wJyt
1001,0.627,0.921,-8.503,0.145,0.179,0.82,0.119,0.0377,140.054,288750,4,71gsJeJVQA1qymlRNvSzC9
1002,0.612,0.963,-3.912,0.0531,0.00897,0.00378,0.294,0.179,138.009,183519,0,4ECA0jaumK20cc7vCqoYAA
1003,0.804,0.916,-6.441,0.058,3.72e-05,0.891,0.058,0.386,128.003,366501,4,1HyFNcbokfXDhd2NgZTNKf
1004,0.832,0.74,-5.033,0.11,0.0934,0.302,0.0691,0.338,132.004,345107,4,52qxYUT6aebNvYjTwS1Bgy
1005,0.311,0.691,-10.934,0.0701,0.244,0.88,0.11,0.113,173.949,282743,4,0KnMV02q60Kkq05xp5ljlS
1006,0.825,0.703,-9.348,0.0964,0.0219,0.795,0.18,0.131,130.002,421179,4,7KqFzuDGtnTMfqkuAzdpCv
1007,0.273,0.972,-3.713,0.385,0.00968,0.132,0.435,0.0785,177.314,303200,1,6KSJMJJm7HxUTS31dOfd8S
1008,0.737,0.929,-4.196,0.0761,0.0259,0.885,0.0408,0.304,130.0,376615,4,46XykrGmCyHaw4ZpEF8PnX
1009,0.638,0.926,-5.881,0.0635,0.00136,0.85,0.139,0.529,145.012,371250,4,02zfnCOpIVkQdNoF7pPDpJ
1010,0.661,0.555,-7.412,0.0324,0.0769,0.781,0.114,0.0345,127.029,181440,4,19WgVNczinqQyH7aPohNbg
1011,0.8,0.98,-4.359,0.0476,0.00313,0.834,0.0849,0.615,125.996,152381,3,2fZoOFN3YKnzQcaKPxcQag
1012,0.727,0.952,-5.693,0.0855,0.0358,0.882,0.108,0.196,131.994,444029,4,2To1kKqcmGDu8clp3NuoQS
1013,0.53,0.423,-12.943,0.0981,0.533,0.748,0.0906,0.0358,160.088,234203,4,4rPpewOMJFgk7amVhEmUzb
1014,0.631,0.896,-5.008,0.122,0.0105,0.886,0.367,0.0677,134.985,174583,4,5eC1LyKPN2oaDSxPy7SuA6
1015,0.536,0.994,-5.908,0.13,0.0028,0.825,0.121,0.0703,150.008,268800,4,2WtAN4pdVELZmswx5QGGyY
1016,0.457,0.649,-8.695,0.0938,0.00177,0.86,0.0944,0.0379,137.995,403479,4,5VSiGydJ65kVj43HGrm92p
1017,0.612,0.702,-10.089,0.0322,0.0168,0.557,0.626,0.195,127.989,341250,0,7LB7QCgu69MvSHrnzsNgfl
1018,0.665,0.905,-5.233,0.0599,0.000356,0.663,0.43,0.0378,99.755,192948,0,1Vc1lmI1hZQOyIgO7SN2Xk
